id,tsne_x,tsne_y,cluster
2-3415,-7.6786768485841215,-1.6159873578663535,1
2-39123,10.548446189516763,-10.755342116978158,2
2-9198,1.3018213072234524,-8.318601181415085,2
2-15605,-21.401533589668674,0.1830381322615364,4
2-15461,-15.48240588196904,1.7517629587182346,4
2-8347,1.0395802996969916,11.596769018048015,2
2-2187,10.10192611268832,10.990149311615065,3
2-7751,4.871009948088157,14.304518927374339,3
2-23082,-22.34836348269131,-4.436903559047879,2
2-19944,-4.057842876508089,-7.188470074768766,1
2-7754,8.203342470628918,14.187260048952611,2
2-19862,-0.16928486724675762,10.8743585523081,2
2-3397,-3.752970743696935,-8.984738256775229,2
2-19838,-12.104253477521882,6.224061121609099,4
2-19912,10.061348908005451,-6.9135450707375865,2
2-3507,12.864460140988815,8.257764419884206,3
2-3438,2.1076301193492886,5.678218862689359,2
2-3676,0.4527448325941766,1.742743535846186,2
2-31793,-0.25473933783235003,-2.3189387015639746,1
2-3505,14.596779264987541,9.53200097298367,3
2-7885,10.488145366833331,-4.126999231352622,2
2-14911,-5.918747190952797,-10.476464192339579,1
2-3462,-2.492046622109818,-0.43706200681157575,2
2-15406,-23.273734059721903,1.1309726843292331,4
2-15500,-13.662216617834332,1.3479950279491972,2
2-32550,13.833064574937607,-9.547529441483556,2
2-3500,-3.726877379371412,-0.5227047810591624,2
2-4865,11.390920752422188,-4.755420589951333,2
2-4600,-3.3119393923652733,-4.7797967114210635,2
2-2268,-9.557910739173384,7.0331483869098514,2
2-5135,12.719523395751105,-8.929172673994461,2
2-5080,10.678983230257018,-7.09045467906656,2
2-39205,11.9884556797672,-11.012917774644102,2
2-32475,13.953961696018009,2.4255899739301006,2
2-22884,-17.159007955795488,-6.379082643670125,2
2-32635,14.100015009846032,-9.736116463628269,2
2-1254,15.951076410739349,5.732387597583462,2
2-33963,-18.616620112174537,-0.11436987642243603,2
2-24735,-8.90843567343926,-1.3692872235265687,2
2-39697,-8.232851491425905,3.9581956782884555,2
2-2446,-1.025505660582913,8.598066888164551,2
2-11526,-3.49988627348269,-4.719609303910606,2
2-38246,-9.413556580971338,-9.487289040858487,2
2-4711,2.471059616717048,0.9366682226319231,3
2-44,-2.535497013660223,-6.259002807684603,2
2-5381,8.853150142993881,-1.830289800698529,2
2-14874,0.6542128900447293,-5.43267058594383,2
2-38352,9.73456272539629,7.426756093934051,3
2-2529,-7.205360429952286,-3.2061086766521263,2
2-11062,-0.6139663762315252,-9.323206087253487,2
2-19956,-16.582952114691963,-11.233227379029621,2
2-89,-13.42859232939681,-2.704796822086901,2
2-39479,-2.3015167198598054,14.006877542198744,2
2-3482,-2.7684099010996537,-7.271527273817617,1
2-4813,6.645963651689043,3.8668329058884066,3
2-25188,6.5851555693026995,-7.166734807953722,2
2-24598,4.1428093960589045,-10.967259892405382,2
2-27471,9.105049983327856,-8.26500322241425,2
2-14896,4.205530405481498,-12.211629914240353,2
2-20234,-10.470135113558316,-3.4225502277133333,2
2-4671,0.4273886109713363,0.6810147647538237,2
2-17012,-12.835474231230464,-6.956308770815048,2
2-30811,14.160365314906379,-7.773458822993559,2
2-26694,7.273962956191828,-15.620925831614882,2
2-20622,8.262190980552951,11.574020673691575,3
2-7022,-16.119102455325624,-10.681092592097354,2
2-31299,9.378354275349155,-8.061143171224735,2
2-2462,4.630523975677074,1.5344729750409087,1
2-20454,-15.502030471089093,-11.233507218326206,2
2-4669,7.052636261731765,-15.82445875821184,2
2-25741,-6.550006493992269,-7.835714873653698,1
2-3403,-6.224461556132253,7.2820404388142155,2
2-1555,-13.438490414925543,13.451605412374972,2
2-22960,5.0232880837818765,0.44252954625315866,2
2-4677,3.8771782345202754,-0.15667726897454742,2
2-104,-3.227852794726642,0.069986264316965,2
2-133,8.204861272293646,-3.1410988447024315,2
2-19766,6.879856992491286,-10.718567532904286,2
2-38307,10.25354563518625,10.922006047627649,3
2-22097,0.3291258332522657,5.478446758893569,2
2-187,-13.57735326361524,-8.294409845884246,2
2-24628,-3.8961562577867404,-8.39220131812713,1
2-12085,5.218304384343469,8.325934933542145,2
2-2333,-3.617101639354838,1.6894902914599543,2
2-22982,-4.288135259098015,-12.917968374974777,2
2-8565,1.474623535207192,6.957572637364829,2
2-14906,-9.444338826077546,-1.1599216797789735,2
2-20413,-11.371380622974346,-6.27561782461739,2
2-31404,4.535321415369412,7.627076659244801,2
2-2407,-2.5299683954203758,4.368468249045593,2
2-19749,-19.830753580185167,-1.7382906522454977,4
2-3649,7.579020136229783,11.604150597981901,1
2-15389,-10.065152602617973,-4.279105503358973,2
2-9289,13.164124348589336,-9.934936542681315,2
2-25398,5.498216037785673,-10.505546714152494,2
2-3568,4.571189870660422,11.06246034985827,2
2-33677,12.708441388961381,-5.888156839098577,2
2-3875,0.4852024024031212,-3.4925058484728946,2
2-195,13.523271058373428,7.055956282413822,2
2-36126,-3.9040700638901744,-3.8652013308147097,3
2-7263,-10.739830964205506,-8.568044930816658,2
2-9068,10.608539583044724,-10.941461501347476,2
2-38263,-0.3054404461414674,1.327859368661592,2
2-98,-6.338343373104982,-2.5106036392511095,2
2-9194,9.064282153501853,6.388805317954291,3
2-23016,-4.071691085974262,-0.8232908065479894,2
2-4620,3.3746126878453495,-3.120335092177017,2
2-427,-12.279958163066508,-8.63238441353333,2
2-605,14.01138025556508,6.649480497717187,2
2-981,-7.2625969514221245,-7.735464103045384,2
2-19872,-14.849553377178975,-9.7637117040215191,2
2-3391,13.583855223877201,8.956530807063524,3
2-31961,6.0031375707292405,10.449350403119217,2
2-9347,13.307599093632344,-10.540659457929491,2
2-19842,-20.263642379512774,-2.3099017766324472,4
2-3488,-10.941356147655016,1.4633246573715415,2
2-1182,-4.315087103212776,3.1049653447268857,2
2-208,13.909065438470899,6.58082375513085,2
2-19866,-18.753978924549653,0.9328843418457876,4
2-30800,-16.545945228605472,-11.085399128892405,2
2-3726,0.9830742809227054,3.5879602533503028,2
2-4748,-9.543031911669033,5.458956509569882,2
2-15408,-23.290320293585033,0.10201363476119424,4
2-13734,-7.982240104934,8.07614902611702,2
2-10890,8.266278294053665,3.342517525948462,3
2-7515,6.3182109969610645,-7.471649758830315,2
2-29173,12.20713106124609,-3.359829957697243,2
2-3453,7.5779524299402725,-7.9696770426625125,2
2-25746,-4.733797038781743,-5.317268799648833,2
2-38959,-4.170796674851799,0.7524745161598473,2
2-4856,2.7714435131894732,10.452638138922932,2
2-4771,4.195912018268113,8.317156915906102,2
2-15614,13.807757336676854,2.619515567797636,3
2-19758,-21.83030677585408,-0.5988478285095256,4
2-4916,-4.669821110062217,2.3394832819698603,2
2-24954,-5.628155706246768,-7.977565885172462,2
2-1706,15.168056833182465,3.131344039118852,2
2-38534,7.581545515734987,11.422594451686422,3
2-39241,3.201601181282746,-3.650445042722422,2
2-15418,-19.70359436202422,2.3258171933213196,4
2-38351,7.408615959806718,13.300493866675966,3
2-17151,-22.086626248737442,1.0370082073638756,4
2-2288,-14.217890335558522,-10.595127375368115,2
2-15557,-18.562792577232116,3.0235835299031373,4
2-38986,-3.790172044213143,7.154528806012789,2
2-3605,3.5715976441516815,1.1352626899135918,2
2-35369,12.760626415827094,-3.4342398449223226,2
2-19811,-19.06968387154085,-0.4106968948666606,4
2-23020,16.246902505224913,9.871968507984827,3
2-19824,-11.28401726411223,5.222188031840795,4
2-10924,11.129527646137772,-8.550399805410201,2
2-34848,9.97508394116304,-15.920593685130484,2
2-4279,7.694273546086193,-10.480824635312112,2
